"age","citations_t0","citations_t5","female","grant_success","normalised_score"
9,39,19,0,1,-19.6
11,45,40,1,0,5.5
10,43,35,0,0,21.3
9,45,50,1,0,19.6
9,21,6,1,1,-40.2
13,51,65,0,0,7
8,33,41,0,1,-5.7
11,49,36,0,1,-23.5
10,36,8,0,1,-27.8
13,35,58,1,0,-15.5
8,41,0,0,1,8.4
12,52,49,0,0,19.4
7,25,36,0,0,11.3
5,32,38,0,0,36.4
13,28,3,0,1,-21.9
7,27,30,1,1,-24.8
7,53,84,0,1,-27.9
1,38,21,0,0,13.2
11,27,8,0,1,0
4,31,25,1,0,34.5
11,42,72,0,0,-10.3
9,22,0,0,1,-19.6
5,37,36,0,0,57.1
9,27,0,0,0,11
8,13,0,0,0,11.6
12,39,48,0,1,13.1
14,29,0,0,0,-2.8
15,23,21,1,1,-17.7
9,50,42,1,0,40.5
9,48,79,0,1,0.8
5,29,21,0,0,-20.5
7,46,62,0,0,11.2
10,43,34,0,1,23.6
13,35,9,0,1,-39.8
12,25,4,0,1,-9.3
13,29,23,0,1,4
7,28,9,0,0,24
11,34,41,0,0,21.5
6,30,50,0,0,0.4
6,46,77,0,1,-25.7
9,41,45,0,0,2.6
9,26,19,1,0,13.3
10,24,22,0,1,-4
7,40,52,0,0,0
9,52,65,1,0,71.5
7,41,37,0,1,16
10,49,69,0,1,-4.2
8,29,49,0,0,25.2
12,30,5,0,0,-0.2
9,68,57,0,1,-6.1
15,64,31,0,1,-18.4
10,27,18,0,0,18.2
11,37,50,0,0,3.9
7,23,23,1,1,-16.4
8,37,37,0,0,11
10,34,49,0,0,-5.8
12,17,17,0,0,3.6
9,3,14,0,1,-18.8
4,31,30,0,0,16.2
6,47,37,1,0,13.6
5,27,9,0,1,9.3
9,32,55,0,1,10.9
8,19,0,0,1,-31.1
10,9,0,1,0,12.7
3,48,65,1,0,48.8
8,52,115,0,1,-19.7
15,53,87,0,1,-70.2
8,32,39,0,1,29.1
8,32,20,0,0,38.3
10,4,15,0,1,11.4
13,64,100,0,0,9
12,45,44,1,1,12.9
4,33,49,0,1,-20
15,28,17,0,1,-8.8
13,28,32,0,1,-15.7
11,37,31,0,0,23.9
8,23,20,0,1,-19
12,60,35,0,0,24.2
10,24,37,0,0,14.7
12,23,0,0,0,11.1
6,30,45,0,1,8.1
7,28,30,0,1,16.9
6,40,49,0,0,-0.1
9,41,38,0,1,-35.7
11,46,50,0,0,54.2
4,40,67,0,0,32.7
6,35,53,0,0,38.6
7,6,0,0,1,-14.6
12,32,21,0,1,3.5
7,31,42,0,1,-4.8
13,44,14,0,0,-13.4
12,44,80,0,0,17.9
10,35,16,0,1,-37
8,35,59,0,1,-30.3
15,38,7,0,0,-10.2
4,22,41,0,0,17.3
10,28,34,0,1,-9.1
8,29,65,1,0,32.6
12,30,29,0,1,-5.9
9,17,18,0,1,3.6
6,39,34,0,0,1.4
8,20,24,1,0,27.7
8,42,43,0,0,25.3
13,33,51,0,0,-14.6
9,30,0,0,0,-10.8
14,8,0,0,1,-19.8
8,38,33,0,0,15.7
12,39,27,0,1,9.8
10,29,32,0,1,-25.8
8,16,0,0,1,-33.1
10,16,0,0,0,17.6
13,42,39,0,0,-1.6
10,35,10,0,1,-12.4
9,26,23,0,0,26.7
7,23,0,0,0,37.2
9,35,25,0,0,11.1
9,19,19,0,0,0.6
11,34,5,0,0,23.2
12,40,65,1,1,2.8
9,37,83,0,0,13.6
11,42,52,0,1,3.5
6,26,28,0,1,-51.8
9,51,59,0,1,5.4
14,28,35,0,0,13
6,37,61,0,0,21.8
8,39,56,0,1,21.4
10,61,87,1,1,-5.7
14,58,58,0,0,-7.9
9,26,39,0,1,-43
6,23,0,0,1,1
8,42,51,0,0,41.3
11,28,4,0,0,-13.2
6,45,73,1,0,-4.8
13,20,0,0,0,13.7
11,42,34,0,0,-13.9
6,33,22,0,1,-9
11,35,55,0,0,29.3
7,64,77,0,0,16.7
7,28,33,0,0,31
10,44,61,0,0,7.2
10,32,14,0,1,-14.3
13,37,0,0,1,1.4
9,36,66,0,1,-13.1
11,26,33,1,0,45.1
10,48,65,0,0,9.7
4,19,32,1,1,-4.3
10,6,20,0,1,-16.8
9,29,41,0,0,2.5
9,26,24,1,1,-17.3
10,37,34,1,0,17.9
9,25,9,0,1,-9.3
10,25,18,0,0,-2.2
10,63,49,0,1,-3.5
9,14,25,0,1,-26.5
8,42,9,0,1,-4.3
9,33,23,0,0,0.1
14,46,68,0,1,-14.8
8,29,5,0,0,25.5
15,53,85,1,1,-29.9
12,59,66,0,0,7.6
10,19,2,0,1,-33.4
7,20,49,0,1,-18.8
7,33,18,0,0,-8.7
13,29,20,0,1,4.3
8,37,32,0,0,10.4
11,29,40,0,0,9.7
12,44,46,0,1,-1.6
3,28,47,0,0,29.9
8,38,10,0,0,12.7
7,41,48,0,1,20.3
6,24,50,0,1,-13.6
7,34,25,1,0,-3.6
6,25,8,0,0,24.2
7,32,24,0,0,13.8
13,33,27,0,1,20.9
10,38,59,0,0,36
7,36,37,0,0,15.9
11,27,41,1,1,-34.4
13,49,29,1,0,3
4,23,22,0,1,-6
7,32,57,1,0,15
10,33,47,0,1,-12.7
7,42,52,0,0,-27.4
11,44,109,0,0,13.7
12,13,44,1,0,0.8
12,35,53,0,0,10.8
4,39,94,1,0,33.6
3,1,22,0,0,13
12,29,25,0,1,-3.1
8,32,56,0,1,-13.1
5,37,62,0,0,11.4
14,43,57,0,1,-48.2
9,37,44,0,1,5.3
11,45,70,0,1,5.9
9,30,12,0,0,13.5
5,24,44,0,0,38.1
10,30,59,0,0,43.5
10,38,13,0,0,39.5
5,57,55,0,0,-2.7
12,15,10,0,1,-23.3
5,19,65,1,1,-42.1
13,16,1,0,1,-22.3
14,62,50,0,0,-6.1
5,38,48,0,1,-18.4
10,32,57,0,1,-38.5
6,12,31,1,0,22.1
5,36,67,0,0,33.5
6,40,110,0,0,28.6
13,34,0,0,0,-22.7
6,31,63,0,0,53.8
11,48,35,0,1,-7.2
11,36,67,0,1,-18.5
8,21,8,0,0,12.9
8,38,53,0,0,1.1
11,50,93,1,0,-9
9,30,28,0,1,14.7
7,47,43,0,0,19
6,20,30,0,0,-11.1
8,38,50,0,0,31.6
11,56,60,0,0,14.6
6,27,49,1,0,14.1
13,24,25,0,0,4.4
9,18,0,1,1,8.7
8,27,25,0,1,-43.2
15,35,35,0,1,-9.3
8,22,19,0,1,-16.6
5,45,65,0,0,26.3
5,13,0,0,1,24.1
11,39,39,0,0,15.1
9,8,14,0,1,10.1
5,38,69,0,0,22.7
14,45,25,0,1,-6.1
9,48,84,1,1,-11.9
8,19,18,0,1,9.1
7,29,23,0,0,51
9,25,42,0,0,12.2
9,56,64,0,1,4.9
8,19,27,0,0,39.4
6,28,82,0,1,-3.2
12,29,27,0,1,-17.5
8,9,13,0,1,-6.3
16,38,17,1,1,-43.6
12,60,89,0,0,25.1
6,35,55,1,0,-18.6
3,36,43,0,0,-3.6
10,54,77,0,1,-18.5
15,71,115,1,0,32.6
8,21,0,0,1,-20.6
8,36,41,0,1,-4.4
9,33,3,0,0,-28.5
7,21,3,0,0,3.6
7,28,34,1,1,-24.5
9,17,0,0,1,-55.1
10,14,0,0,1,-47.3
10,68,111,0,1,-15.7
8,51,66,0,1,-21.2
10,34,71,0,1,30.7
7,35,15,0,1,18.3
14,23,0,0,1,-21.9
16,67,64,0,1,-10.3
6,31,4,1,1,-49.2
8,25,22,0,0,27.7
8,12,38,0,1,3
6,26,39,0,0,30
8,26,32,0,1,-18.3
10,11,5,0,0,6.6
11,53,71,0,0,19.8
5,45,42,0,1,2.1
6,0,3,0,1,-61.6
10,40,25,0,1,-34.8
2,38,59,0,0,15
11,7,0,0,1,-13.9
11,59,38,1,0,8.9
14,33,58,0,0,7.4
12,31,18,0,0,5.6
6,28,32,0,1,17.3
14,39,55,1,1,-30.3
7,23,24,1,0,30.3
6,21,37,1,0,20.8
10,45,10,0,0,27.5
11,44,60,0,1,-32.8
8,28,34,1,1,-38.7
14,45,42,0,1,-21.4
8,56,76,1,1,-17.2
9,30,7,0,0,-3
11,62,105,1,1,0.7
0,14,4,0,0,10
16,38,23,1,1,-41.3
11,38,15,1,1,-77.8
13,36,46,0,1,5.2
9,45,18,0,1,-10.8
3,37,56,0,0,31
12,62,52,0,0,20.2
3,34,63,0,0,15.7
8,34,67,0,0,-28.4
16,49,75,1,1,-38.4
5,25,10,0,0,26.9
11,14,16,0,1,-21.3
6,18,49,0,1,-38.5
15,64,99,0,1,-8.1
6,36,53,0,0,45.3
8,39,28,0,1,-21.2
3,24,25,0,0,27.8
5,68,48,0,0,31.6
11,33,39,0,0,-4.6
15,58,85,0,1,6.9
10,38,41,0,1,-16.2
8,34,52,0,1,22.1
8,28,54,0,1,-7.8
12,64,104,1,1,-7.2
10,51,59,0,0,-15.9
8,35,49,0,0,48.8
12,56,45,0,0,26.6
12,41,57,0,0,39.1
9,30,17,1,0,18.8
9,42,42,0,1,-25.1
10,33,61,0,0,28.1
9,25,0,0,1,-19.4
12,27,25,1,1,-32.6
10,31,53,0,1,-24.7
12,42,57,0,0,6.8
4,17,48,0,0,9.1
15,48,50,0,0,-22
11,36,54,0,0,5.7
11,36,38,0,1,-9.6
7,25,30,1,0,-4
10,48,73,0,1,-41.9
12,38,45,0,0,11.4
8,10,1,0,1,-16.5
7,27,49,0,1,-8.5
9,21,31,0,0,0.4
10,15,0,0,1,-12.6
9,34,32,1,0,30.9
6,36,41,0,0,37.2
9,38,9,0,0,9.7
8,18,0,0,1,-26.8
8,24,13,0,0,12.6
17,63,85,0,1,-16.5
12,46,34,0,1,-1.7
15,49,53,0,1,-35.4
9,51,96,1,0,25.7
8,41,24,0,1,-12.6
6,43,47,0,0,29.1
6,12,20,0,0,0.4
11,14,0,0,1,-30.8
11,17,20,0,1,-29.1
8,23,31,0,0,19.5
14,49,40,0,0,5.3
4,22,14,0,1,-7.4
9,38,47,0,0,24.4
8,0,0,0,1,7
6,34,25,0,0,24.2
15,24,28,0,1,-29.9
10,35,50,1,1,-49.3
10,30,38,0,0,13.5
10,40,58,0,0,20.4
7,43,37,1,0,30.4
10,54,63,0,0,30.9
16,23,57,0,1,-12.6
14,31,51,1,0,10.9
10,35,40,1,0,45.3
4,25,10,0,0,4.3
9,27,12,1,0,18.7
10,21,14,1,0,-7.8
12,33,77,0,0,22.1
14,32,35,0,1,-3.3
12,41,67,0,1,-28.2
7,56,76,1,0,-7.8
7,39,38,0,0,6.3
9,38,62,0,0,5.7
7,21,28,0,1,3.5
5,50,54,0,1,-7.5
7,19,31,0,0,29.8
8,32,41,0,0,18
12,45,65,0,1,-33.7
13,34,42,0,0,17.3
9,30,8,0,1,-19.8
10,62,80,0,0,33.1
2,30,30,0,0,22
6,2,9,0,1,-0.4
7,55,120,1,0,-2.6
7,27,48,1,0,13.2
8,48,48,0,1,-1.7
11,36,19,0,1,-13.4
12,37,36,1,1,-7.2
10,20,36,0,0,8.9
15,34,50,0,0,-0.7
9,28,32,0,1,7.4
5,30,20,0,1,-13.7
11,14,3,0,1,-2
12,19,0,0,1,-38.2
5,28,40,0,1,-35.8
7,17,1,0,0,32.5
11,36,47,1,0,4.1
14,35,22,0,1,-5.9
5,34,14,0,1,2.1
10,33,16,0,0,2
9,42,42,0,1,9
11,43,53,0,0,3.2
11,30,34,0,0,-8.2
13,67,95,1,1,-17.3
13,39,42,0,1,-31.7
4,26,31,0,0,11.9
3,10,13,0,0,14.5
10,47,66,1,0,24.1
8,43,80,0,0,2.3
7,34,33,0,0,12
15,45,12,0,0,-22.8
4,43,41,0,1,-6.2
13,50,54,0,1,-1.6
10,37,55,0,0,16.4
4,16,34,1,0,5.8
6,49,65,0,0,44
6,15,0,0,0,17.9
11,54,71,0,0,13.5
8,49,55,0,1,-18.3
12,45,55,0,1,-9.9
8,23,29,0,0,5.8
13,24,58,0,1,-19.5
7,52,45,1,0,29.2
14,52,69,0,0,-9.8
7,39,51,0,1,8.5
9,41,39,1,0,9.5
12,50,48,0,1,-15.8
9,28,26,1,1,-37.5
15,63,72,0,0,4.2
8,43,63,0,1,-9.5
8,47,66,0,1,-0.9
2,16,13,0,0,-5.6
9,32,62,1,0,21.7
11,7,0,0,1,7.1
11,51,61,0,1,1.2
7,49,82,0,0,13.2
12,33,21,0,0,16.3
11,37,21,0,0,0.3
8,24,12,0,1,-22.9
13,11,0,1,1,-29.5
11,22,2,0,1,-13.5
10,15,39,0,0,-1.7
12,33,38,0,0,32.6
8,29,61,0,0,-4.7
10,41,29,0,0,37.8
6,21,23,0,1,-35.7
7,26,53,0,1,-4.1
12,20,15,1,0,31.3
6,48,58,0,0,5.1
5,39,76,0,0,19.1
8,34,26,1,1,-4.2
11,28,24,0,1,-24.4
7,20,0,0,1,-43.7
11,29,23,0,1,16.3
2,18,14,0,0,8.8
10,52,58,0,1,-57.7
13,29,0,0,1,-25.1
9,44,61,1,0,35.2
12,37,30,1,0,12.9
8,21,32,0,1,2.2
11,25,24,0,0,12.1
7,17,62,0,0,28.5
6,42,14,0,0,39.4
9,27,47,0,1,-46
7,32,0,1,0,-1.7
11,34,12,0,0,23.7
6,41,33,0,0,32
4,21,48,0,0,6.2
13,25,12,1,1,-28.1
8,13,24,0,1,-23.3
8,42,65,0,0,7.2
5,24,0,1,1,-3.5
10,25,12,1,1,-20.4
9,20,22,1,1,-6.9
7,28,40,0,0,23.1
12,31,69,0,0,0.9
10,27,34,0,1,3.6
11,42,64,0,1,-12.8
7,30,35,1,0,7.4
6,11,0,0,1,-2
7,38,38,0,1,28.8
14,50,35,0,1,-30
11,55,84,0,1,-41.8
8,26,66,0,1,2.5
10,24,28,0,1,5.7
11,12,9,0,1,-20.2
15,55,46,0,1,-27.2
11,46,32,0,1,2.8
5,17,44,0,0,36.9
7,45,36,0,0,26.7
10,38,55,1,0,20.4
9,21,0,0,0,6.6
11,22,23,0,0,16.5
7,6,15,0,0,26.9
17,28,56,1,1,-11.3
10,37,47,0,1,-18.4
13,49,50,0,1,-6.9
11,28,44,0,1,-0.8
9,34,38,0,1,-56
6,21,40,1,0,6.5
11,4,0,0,1,-13.2
12,45,53,0,1,-52.4
9,20,12,0,0,23.3
11,0,0,0,1,-30.9
12,9,6,0,1,-13.1
12,22,27,0,0,-9.3
5,27,79,0,1,-6.3
9,63,90,0,0,42.1
15,53,59,0,1,-9.9
11,30,71,0,1,-34.5
7,23,42,0,1,-88.4
9,31,0,0,0,22.2
8,25,47,0,0,34.2
9,33,44,1,1,-65.5
7,17,13,0,1,-2
11,18,11,0,1,-25.4
13,26,18,0,1,-1.3
10,30,47,0,0,7
12,28,30,0,0,-13.2
7,29,2,1,1,-4.9
10,18,53,0,1,-12.9
10,32,39,0,1,23.4
17,24,27,0,1,-13
14,30,3,1,1,-26.8
12,35,25,0,1,-12.4
10,7,3,0,1,-25.2
14,62,58,0,1,-18.2
15,26,43,0,1,-14.6
7,35,22,0,1,5
11,21,5,0,0,11.5
12,35,26,0,0,2.7
7,21,14,0,1,-7.6
12,30,45,1,1,-22.1
5,13,29,1,0,6.4
5,21,4,1,1,-42
9,49,70,0,0,22.5
13,7,17,0,1,-16.5
17,63,56,0,1,-30.7
10,5,7,0,1,-56
11,23,21,0,1,-18.2
13,28,71,0,0,3.3
14,44,45,0,0,1.9
8,35,56,0,0,9
1,6,0,0,0,13.2
10,40,10,0,0,34.7
11,31,27,0,0,25.1
8,41,30,0,0,4.6
5,26,43,0,0,16.1
8,5,23,0,0,-2.3
11,32,70,0,1,-21.3
14,37,34,0,1,7.9
10,16,37,1,1,-17.9
13,28,47,0,0,1.5
14,68,79,0,0,13.6
8,37,100,1,0,46.4
5,36,34,1,0,-1.4
8,27,52,0,1,-35.6
13,34,57,0,1,-24
9,23,42,0,1,-20.3
10,24,7,0,1,-41.4
11,44,43,0,1,-3.1
6,18,7,0,1,-18.4
11,18,9,0,1,-43.5
10,37,40,0,1,-11.9
3,22,4,0,1,-2
12,36,45,0,1,-26.2
8,17,10,0,1,-31.3
10,22,0,1,0,30.8
19,26,23,0,1,-49.1
9,29,45,1,0,2.6
9,43,70,0,0,-8.6
11,45,46,0,1,-8.2
10,24,0,0,1,2.9
12,45,53,0,1,-2
8,27,29,0,0,25
11,37,27,0,1,-12.3
10,24,18,1,1,-34.8
11,45,41,0,1,-16.6
10,44,66,0,0,61.4
11,32,60,0,1,-35.7
6,29,4,1,0,51.2
12,49,85,1,0,9.9
9,46,50,1,0,-4.4
6,31,42,0,0,14.8
10,36,44,1,0,18.5
12,24,23,0,0,-14.6
11,65,89,0,0,40.1
11,40,34,0,0,9.2
11,28,22,0,0,32.2
14,34,23,0,1,0.4
9,48,85,0,0,49.2
14,51,29,0,0,11.9
11,35,25,0,1,-1.3
10,34,30,0,0,23.2
9,42,32,0,0,34.9
12,29,40,0,1,10
11,47,64,0,0,28.5
8,28,22,0,0,26.1
2,54,82,1,0,38.1
15,45,34,1,0,6.1
4,22,26,0,1,7.9
11,27,23,1,1,-2.1
7,42,40,0,1,-27.8
5,34,52,0,1,-4.5
10,41,64,0,1,6.8
17,39,0,0,0,11.2
12,21,34,0,1,-34.1
6,57,75,0,1,-10.7
12,34,28,0,1,-4.8
9,45,78,0,0,6.2
10,32,45,1,1,-76.6
9,37,77,0,1,7.6
8,34,33,0,0,12.6
8,28,30,0,0,18.8
10,27,0,0,1,-3.6
11,52,92,0,1,-47.7
6,34,46,0,1,-28.8
9,49,67,0,1,-19.7
13,42,30,0,1,-51.4
15,41,58,0,0,-28.3
5,9,13,0,1,-8.6
15,55,24,0,1,-24.6
9,18,30,0,0,4.9
12,38,7,0,0,7
10,10,36,0,1,-5.1
15,64,52,0,0,21.7
11,36,33,0,0,3.6
6,43,14,0,0,20.9
13,12,6,0,1,-17.2
7,38,54,0,1,8.6
13,62,47,0,0,9
11,45,58,1,0,45.7
11,50,30,0,1,20.2
9,49,86,0,0,-11.4
8,52,56,0,0,28.2
11,39,35,0,0,22.5
9,25,34,0,1,-26.1
9,30,53,1,1,-1.5
6,2,0,0,1,7.8
10,30,27,0,0,15.8
15,47,83,0,1,1.9
9,68,83,1,0,8
10,20,25,0,1,-11.7
9,41,72,0,0,-10.1
10,33,64,0,1,-4.2
6,13,29,0,0,15.4
11,63,52,0,0,22.6
2,32,34,0,1,-17.9
9,24,34,0,1,-24.1
10,46,47,0,0,21.1
9,44,11,0,0,27.6
9,47,36,0,0,-8.5
5,40,61,0,1,-40.4
9,0,0,0,1,-17.8
11,27,8,1,0,3.6
10,53,43,0,0,9.1
7,24,26,1,0,6
10,16,14,1,1,-27.4
8,59,45,1,0,28.2
9,33,47,0,0,26.9
3,25,18,0,0,22.4
12,60,53,0,1,-21.5
8,39,72,0,0,21.4
8,11,24,0,1,-3
9,42,43,1,0,46.5
3,18,8,0,0,28.2
9,7,0,0,0,-16.4
9,45,57,0,1,-22.7
6,20,33,1,0,14.9
9,23,0,0,1,-17.2
8,17,16,1,0,-1.9
13,52,56,0,0,-11
11,31,6,1,1,-10.2
9,41,31,0,1,-28.5
14,40,60,0,0,18.5
8,27,16,0,1,18
10,47,55,0,1,12.8
10,37,74,0,1,6.6
5,33,12,0,1,6.8
15,42,47,1,0,11.8
9,22,19,0,1,-23.8
5,35,51,1,0,-13.4
12,0,0,0,0,17.1
3,28,36,0,0,11.9
10,54,105,0,1,-14.4
12,65,80,0,0,16.6
11,39,16,0,0,-12.2
7,9,30,0,1,-22.6
10,16,13,0,1,-8.3
11,24,43,0,1,-4.4
12,12,0,0,1,-53.6
7,26,48,0,0,37.5
16,42,71,0,1,5.3
9,36,59,0,1,-29.7
15,44,66,0,0,20.5
8,22,19,0,1,-45.4
6,27,55,1,0,-2.5
10,41,83,0,1,-8.6
14,40,23,0,1,-13.3
4,43,36,0,0,24.2
8,35,50,1,1,-11.6
8,30,19,0,1,2
7,25,26,0,1,-14.6
13,42,36,0,1,-12.2
11,27,72,0,1,6.9
11,41,20,0,0,11.5
10,49,105,0,1,-13
9,56,78,0,0,9.6
12,49,64,0,1,-36.4
11,31,57,1,0,-11.2
13,39,62,0,0,12.1
3,9,1,0,1,7.2
8,38,39,0,1,10.6
11,19,46,0,1,13.6
8,41,43,0,0,19.6
9,47,26,1,0,7.4
11,32,4,0,0,21.3
7,29,45,0,1,-34.3
14,45,50,0,0,-16.2
7,13,0,0,1,6.2
13,38,17,0,1,-37.1
13,15,11,0,1,-1.4
7,13,21,0,1,-9.4
10,45,46,0,0,-5.6
6,31,42,0,1,-10.8
8,51,38,0,1,-3.9
8,41,66,1,0,12.5
16,28,1,0,0,20.4
6,24,36,0,1,11.9
7,48,32,0,1,-4.7
4,26,11,0,1,-17.4
10,13,41,0,1,4.2
7,32,9,0,1,-25.3
5,45,40,0,0,28.7
10,53,67,0,1,8.7
8,30,34,0,1,-15.3
12,23,19,1,1,-13
9,59,51,0,0,6.2
5,56,43,0,0,31.7
10,30,54,0,1,-5
10,35,21,0,1,-3.9
7,18,12,0,1,0
9,25,0,0,0,-11.1
8,40,49,0,1,-30
13,63,61,0,1,-0.2
10,63,93,0,0,24.1
4,22,30,0,1,-3.6
11,48,52,1,1,-8.5
6,5,0,0,1,-6.9
13,33,44,0,0,-5.8
12,51,71,0,0,48.4
12,37,28,0,1,1.1
6,13,0,0,1,-9.2
10,34,0,0,0,6.7
5,20,20,0,0,-15
11,56,32,0,0,4.7
11,39,20,0,0,13
8,39,34,0,1,-27.6
11,25,34,0,0,9.5
8,30,47,0,0,9.2
12,37,33,0,0,-5.8
8,39,28,0,0,36.6
6,45,44,0,0,13
10,37,45,0,0,-22
8,43,57,0,1,-34.3
9,37,31,0,0,30.7
10,57,91,0,0,40.9
9,32,26,0,0,-5.8
11,13,0,0,1,-18.6
14,35,51,0,1,-31.5
12,68,72,0,0,6
7,28,0,1,1,-3.1
9,34,22,0,1,-14.5
12,17,43,0,1,-22.5
3,15,8,0,0,27.4
11,28,17,0,0,-11.7
7,57,73,0,1,3.1
13,16,0,1,1,-8.6
14,51,55,0,1,-11.4
10,17,41,0,0,-3.2
13,51,73,0,1,-31.2
10,25,18,0,1,-12.2
7,23,44,0,0,42.6
8,40,33,0,1,-6.3
13,46,73,0,0,-3.8
9,16,24,0,0,-12.6
8,56,87,0,0,40
9,20,0,0,1,-7.1
9,43,45,0,1,1.3
6,18,31,0,0,39
8,45,31,0,1,-5.6
8,57,96,0,1,-38.7
8,36,72,1,0,-5.7
14,56,82,0,1,-7.2
12,28,0,0,1,-9.8
10,55,86,0,0,18.9
8,25,27,0,0,22.8
16,37,57,0,0,12.5
8,36,28,0,0,18.6
15,31,19,0,1,1.7
14,49,68,0,1,-21.1
7,24,0,0,0,7
12,34,26,0,1,-5.7
6,36,55,0,0,39.8
6,30,71,0,1,-10.2
8,45,72,0,0,22.5
12,46,62,1,0,-6.4
4,36,22,1,1,-25.9
5,20,19,0,0,8.1
7,32,20,0,1,-33.4
6,40,83,0,1,2.3
8,49,53,0,0,18.5
13,20,0,0,1,-20
9,19,21,1,0,9.8
5,30,14,1,0,21.3
12,24,42,0,0,13.4
12,24,42,0,0,7.2
6,34,27,0,0,17.8
10,23,18,0,0,23.6
4,20,18,0,0,18.3
10,51,85,1,1,-7.7
12,51,34,0,0,25.8
10,29,30,1,0,33.7
14,56,45,0,1,-6.4
10,26,50,1,0,47.8
8,26,32,1,0,8.6
9,39,43,0,1,-8.9
12,19,14,0,1,-5.8
10,41,32,0,0,-2.7
8,45,64,1,0,-15.7
12,42,47,1,1,-1.3
8,33,12,0,1,-9.3
11,0,0,1,0,-3.2
12,53,76,0,1,9
10,65,86,1,0,37.1
8,53,102,0,0,24.2
12,56,50,1,0,25.3
13,28,25,0,1,-3.1
5,33,32,0,0,36.3
9,59,80,1,1,-24.1
8,5,0,1,0,4.7
8,29,0,1,0,14.1
7,51,42,0,1,5.7
5,37,68,0,1,24.9
17,61,99,1,1,-2.9
12,31,22,0,1,-5.6
8,42,48,0,1,1.5
11,48,93,1,1,-28
13,42,59,0,0,-6.5
8,56,75,0,0,51.5
9,40,32,1,1,-7
9,1,0,0,1,-32.6
8,41,81,0,1,-8.7
13,27,35,1,1,-24.4
10,42,14,1,0,-19.7
8,42,11,0,1,3
11,20,0,1,0,-5.4
11,54,54,0,0,25.4
4,18,15,1,0,16.9
6,46,55,0,0,10.6
9,35,8,0,0,16.3
11,33,9,0,1,-9.7
10,23,0,0,1,-29.2
12,30,43,0,0,7.7
11,25,0,1,0,20.5
11,21,19,1,1,2.3
10,30,0,0,1,-9.7
13,41,44,0,1,-21
9,40,26,0,1,1.6
8,22,16,0,0,10.9
10,32,32,0,0,-24.5
5,14,13,0,0,-0.3
9,57,80,0,1,-7.7
14,36,13,1,0,10.3
12,29,29,0,0,5.8
3,22,54,0,1,-10.4
10,38,38,0,1,-16
11,32,18,0,0,2.9
10,1,0,0,1,-7.1
10,43,27,0,1,-3.6
11,34,55,0,1,-14.7
9,43,71,0,0,11.6
12,44,53,0,1,-0.1
10,44,59,0,0,23.1
7,31,1,0,1,-8
8,29,28,0,1,2.8
3,36,49,0,1,6.5
6,18,11,0,1,-1.6
9,55,51,0,0,23.4
9,45,71,1,0,42.8
14,19,0,1,1,-1.7
8,22,42,1,1,-21.6
4,28,46,1,1,-26.4
10,26,0,0,1,-22.2
10,2,0,0,1,-19.1
8,46,39,0,0,26.4
9,38,43,1,1,6.6
13,40,53,0,0,3.8
11,47,66,1,0,-9.6
10,15,7,0,0,-21.6
7,29,36,0,0,33.9
7,35,42,0,1,-48.9
10,28,35,0,1,-46.3
14,38,43,0,1,4.2
5,32,27,1,0,25.6
11,43,58,1,0,-17.2
9,34,36,0,1,-52.9
8,47,20,0,1,-17.7
12,35,51,1,1,-29.2
12,35,41,0,0,12.2
6,27,13,0,0,-4.3
14,51,61,0,1,-2.4
10,36,32,0,0,25.5
7,47,77,0,0,3.1
12,57,81,0,1,-15.2
11,58,105,0,0,-3.7
9,24,13,0,1,-5.9
4,27,26,1,0,14
11,32,83,0,0,28.9
12,47,43,0,0,15
8,48,13,0,0,14.4
9,4,12,0,1,-39
12,39,42,0,1,-29.7
10,13,0,0,0,-18.6
9,59,84,0,1,-13.6
5,39,59,0,0,23
15,40,59,0,1,-2
12,58,90,0,1,0.3
10,42,48,0,1,14.5
11,21,36,1,1,-30.4
11,50,70,1,1,4.1
9,56,84,0,1,21.2
12,32,48,1,1,-15.5
11,44,40,0,0,6.5
7,16,0,1,1,-27.7
11,25,6,0,1,-53
8,56,64,0,0,10.4
14,47,36,0,0,6.7
14,47,61,0,1,-17
10,40,60,0,1,17
8,35,27,0,1,17.8
7,51,41,0,0,28.1
14,29,18,0,0,10.1
7,48,27,0,0,16.4
12,42,19,0,0,-9.6
7,45,59,0,0,9.1
11,29,49,0,0,22.1
13,35,54,1,0,-9.6
10,43,57,0,1,-28.4
12,48,63,0,1,-10.2
10,14,14,0,0,2.7
2,26,12,0,0,4.2
11,27,32,0,1,2.3
11,56,72,0,0,13.6
10,39,53,0,0,11.1
8,26,8,0,1,-31
12,15,41,0,0,10.6
12,23,52,0,1,-9.2
10,50,67,0,0,5.2
8,27,0,0,1,-32.2
9,30,20,0,1,-50.8
5,30,35,0,0,41.9
10,39,34,0,0,1.3
10,27,48,0,0,28.9
11,35,36,0,0,-10.7
10,12,13,0,1,2.6
16,42,32,1,1,-37.2
8,23,22,0,1,14.1
10,25,45,0,1,-48
6,45,53,1,0,-17.8
11,29,0,1,1,-27.4
11,37,27,0,1,-44.6
8,54,67,0,0,-23.8
4,24,44,0,1,7.1
11,39,69,0,1,-26.7
4,32,26,1,0,18.9
4,54,49,0,0,24
9,28,37,1,0,-14.3
8,24,33,0,0,22.1
7,35,39,0,1,11.7
9,51,87,0,0,9.4
